inventory,name,set,setnumber,foil,image
1,"Iroh, Tea Master",TLA,228,,https://cards.scryfall.io/large/front/d/1/d1f5e10d-0a89-4129-9717-a921f20d3616.jpg?1764121673
2,"Jet, Freedom Fighter",TLA,229,,https://cards.scryfall.io/large/front/9/2/9202c044-15e4-4218-a94d-16287ba19d69.jpg?1764121683
3,"Long Feng, Grand Secretariat",TLA,233,,https://cards.scryfall.io/large/front/a/3/a3eb92fe-bc59-4472-9028-f368bd015609.jpg?1764121724
1,Messenger Hawk,TLA,234,,
1,Platypus-Bear,TLA,236,,https://cards.scryfall.io/large/front/7/e/7ebf742a-3995-4b22-9dc7-b05f57889683.jpg?1764121750
2,Pretending Poxbearers,TLA,237,,https://cards.scryfall.io/large/front/d/1/d1af91a5-8681-4a05-910d-96f7a819bfaa.jpg?1764121756
1,"Professor Zei, Anthropologist",TLA,238,,https://cards.scryfall.io/large/front/2/7/27baccc0-7e25-4f39-be0d-31cd98ca0dc5.jpg?1764121762
1,Sandbender Scavengers,TLA,239,,
1,"Sokka, Bold Boomeranger",TLA,240,,https://cards.scryfall.io/large/front/4/a/4a1f1472-55b4-450d-8e4d-7297130a0cf3.jpg?1764121775
2,"Suki, Kyoshi Warrior",TLA,243,,https://cards.scryfall.io/large/front/3/e/3e311480-04f8-4b8f-938e-1cc6d06b9902.jpg?1764121794
3,Sun Warriors,TLA,244,,https://cards.scryfall.io/large/front/e/4/e477d750-42d2-48c8-bc1f-8148d15d5f53.jpg?1764121800
1,,TLA,245,*F*,
1,,TLA,245,,
1,,TLA,247,,
1,,TLA,248,,
2,Vindictive Warden,TLA,249,,https://cards.scryfall.io/large/front/0/f/0f34de05-39a9-425f-a3b4-3a9d46c917ac.jpg?1764121838
1,Wandering Musicians,TLA,250,,
1,,TLA,251,,
1,,TLA,252,,
1,Barrels of Blasting Jelly,TLA,254,,https://cards.scryfall.io/large/front/4/f/4fd83083-3779-41f0-90a0-a00e3270e4e6.jpg?1764121877
1,Bender's Waterskin,TLA,255,,
1,Fire Nation Warship,TLA,256,,https://cards.scryfall.io/large/front/4/1/41ecc1de-353e-4131-b735-d2ce18c9c2d5.jpg?1764121892
1,Kyoshi Battle Fan,TLA,257,,
1,Meteor Sword,TLA,258,,https://cards.scryfall.io/large/front/6/8/68b1c746-a4b8-4a45-9f0e-3962f0ae40e3.jpg?1764121906
1,Planetarium of Wan Shi Tong,TLA,259,,https://cards.scryfall.io/large/front/0/e/0ebaf0bf-7aa2-469d-bdbb-0fbf6741eede.jpg?1764121913
1,Trusty Boomerang,TLA,260,,https://cards.scryfall.io/large/front/d/f/df99a166-6d58-4d92-9037-2fdfbaf65629.jpg?1764121919
1,Agna Qel'a,TLA,264,,https://cards.scryfall.io/large/front/6/b/6b885829-a323-4f7d-87c9-aa4615dcbe5c.jpg?1764121943
1,Ba Sing Se,TLA,266,,https://cards.scryfall.io/large/front/b/d/bdf3b2be-d0cd-4a3c-a10e-82d32c12d3bd.jpg?1764121955
1,Boiling Rock Prison,TLA,267,,https://cards.scryfall.io/large/front/1/c/1c2e2220-54d1-4180-93a0-964e3b0ba8b8.jpg?1764121961
1,Fire Nation Palace,TLA,268,,https://cards.scryfall.io/large/front/c/9/c91ac3f2-9fcd-4b41-a168-ae7f70b67d3c.jpg?1764121966
1,Misty Palms Oasis,TLA,273,,https://cards.scryfall.io/large/front/7/c/7cc29ddb-8f44-4493-985d-2fac35f9f34d.jpg?1764121997
1,North Pole Gates,TLA,274,,https://cards.scryfall.io/large/front/b/c/bcf7b9da-d35d-4338-b4d9-83e47dc058ee.jpg?1764122003
1,Omashu City,TLA,275,,https://cards.scryfall.io/large/front/c/2/c21e413b-96ed-4ded-b567-f1647074ce5f.jpg?1764122009
1,Realm of Koh,TLA,276,,https://cards.scryfall.io/large/front/0/6/061ac694-610c-479f-b038-a4ef5270d5d7.jpg?1764122015
1,Rumble Arena,TLA,277,,https://cards.scryfall.io/large/front/3/f/3f5d2c38-663c-4f64-8cfc-c102462e82ef.jpg?1764122021
1,Secret Tunnel,TLA,278,,https://cards.scryfall.io/large/front/2/d/2d39a0e1-6484-409c-ab05-5b276925a949.jpg?1764122027
1,Serpent's Pass,TLA,279,,https://cards.scryfall.io/large/front/a/d/ad87bff5-9b8c-44e4-a6d3-8cc71be9640a.jpg?1764122033
1,White Lotus Hideout,TLA,281,,https://cards.scryfall.io/large/front/2/4/24d1e22c-0d99-4ed5-94f0-fd055fd8e2be.jpg?1764122044
1,,TLA,299,,
1,,TLA,301,,
1,,TLA,302,,
1,"Azula, Cunning Usurper",TLA,303,,https://cards.scryfall.io/large/front/5/b/5b3352fd-f100-44c2-9e63-83be172317e9.jpg?1764122193
1,"Aang, at the Crossroads // Aang, Destined Savior",TLA,304,,
1,"Katara, the Fearless",TLA,305,,https://cards.scryfall.io/large/front/3/9/397ec95c-0af5-4ed3-93a3-39dbc7a74a7b.jpg?1764122215
1,,TLA,306,,
1,Earthbender Ascension,TLA,307,*F*,https://cards.scryfall.io/large/front/8/2/826b4f26-419a-4d74-8c70-275555092095.jpg?1764122228
1,Earthbender Ascension,TLA,307,,https://cards.scryfall.io/large/front/8/2/826b4f26-419a-4d74-8c70-275555092095.jpg?1764122228
1,"Avatar Aang // Aang, Master of Elements",TLA,308,,
1,Sozin's Comet,TLA,309,,https://cards.scryfall.io/large/front/6/7/673f6692-fda2-4a79-b7a7-5b02be175cd9.jpg?1764122247
1,Waterbender Ascension,TLA,310,,https://cards.scryfall.io/large/front/e/5/e5f2648f-990d-44d7-a7bf-0db99bdc3015.jpg?1764122253
1,"Ozai, the Phoenix King",TLA,311,,https://cards.scryfall.io/large/front/5/c/5c5e8aa5-91d7-49d2-863a-b9db836436fd.jpg?1764122259
1,Firebender Ascension,TLA,312,,https://cards.scryfall.io/large/front/0/5/05309d0b-302d-4a9e-b147-1b504ecf365e.jpg?1764122265
1,,TLA,313,,
1,Fire Lord Zuko,TLA,315,,https://cards.scryfall.io/large/front/c/d/cdcf267f-53b4-406e-8522-14e3e73dffa9.jpg?1764122282
1,Tiger-Seal,TLA,318,,https://cards.scryfall.io/large/front/d/4/d47fd63e-ddf0-4d98-8883-9ac883c20691.jpg?1764122301
1,The Unagi of Kyoshi Island,TLA,319,,https://cards.scryfall.io/large/front/6/6/66387ea1-af31-4332-bacc-c32fe3260f4b.jpg?1764122307
1,The Fire Nation Drill,TLA,321,*F*,https://cards.scryfall.io/large/front/a/a/aaf7eb99-b60d-44d7-baf5-30508cc8d6b3.jpg?1764122319
1,The Fire Nation Drill,TLA,321,,https://cards.scryfall.io/large/front/a/a/aaf7eb99-b60d-44d7-baf5-30508cc8d6b3.jpg?1764122319
1,Raven Eagle,TLA,324,,https://cards.scryfall.io/large/front/b/c/bc9b17de-ddb7-4f4c-826d-2f8e0678b680.jpg?1764122337
1,Avatar Destiny,TLA,333,,https://cards.scryfall.io/large/front/1/9/19b71bf7-d354-4729-a160-b85402c084f3.jpg?1764122395
1,Aang's Iceberg,TLA,336,,https://cards.scryfall.io/large/front/6/c/6cd25a10-1e4e-4f47-8a67-221df4907b26.jpg?1764122415
1,Foggy Swamp Visions,TLA,339,,https://cards.scryfall.io/large/front/f/8/f8f56648-85be-417a-814b-c356df390ba0.jpg?1764122438
1,Obsessive Pursuit,TLA,340,,https://cards.scryfall.io/large/front/2/f/2ff0a75c-b679-436f-8150-faaec3ea1df6.jpg?1764122448
1,,TLA,342,,
1,Great Divide Guide,TLA,345,,https://cards.scryfall.io/large/front/7/a/7a89533f-1236-49bf-9a25-1b7f7789eb2a.jpg?1764122492
1,"Aang, Swift Savior // Aang and La, Ocean's Fury",TLA,347,,
1,"Katara, Water Tribe's Hope",TLA,351,,https://cards.scryfall.io/large/front/9/5/95547532-c056-44a5-9d80-4f6b729b6e0c.jpg?1764122552
1,"Sokka, Tenacious Tactician",TLA,352,,https://cards.scryfall.io/large/front/b/9/b9dc53c3-351e-46da-bce6-ab8c651cb4ea.jpg?1764122559
1,The Legend of Yangchen // Avatar Yangchen,TLA,354,,
1,The Legend of Kuruk // Avatar Kuruk,TLA,355,,
1,,TLA,356,,
1,The Legend of Kyoshi // Avatar Kyoshi,TLA,358,,
1,"The Mechanist, Aerial Artisan",TLA,369,,https://cards.scryfall.io/large/front/d/6/d638ce04-cff8-4253-95f6-4ebdcfe01309.jpg?1764122724
1,Spirit Water Revival,TLA,370,,https://cards.scryfall.io/large/front/e/a/eadded94-3c18-43a9-bde9-f7ec86a98cce.jpg?1764122731
1,Sandbender Scavengers,TLA,382,,https://cards.scryfall.io/large/front/c/2/c2584dda-a1e6-41d4-ae50-a073db428cee.jpg?1764122812
1,,TLA,393,*F*,
1,"Appa, the Vigilant",TLE,62,,https://cards.scryfall.io/large/front/e/5/e5ead59f-4c09-4b56-913e-4ff5d6d48ac2.jpg?1764118161
1,Katara's Reversal,TLE,63,,https://cards.scryfall.io/large/front/8/b/8ba06a79-d3b7-4705-9c5e-becaea1dd9e3.jpg?1764118167
1,Fire Nation Turret,TLE,64,,https://cards.scryfall.io/large/front/f/2/f25cc190-05e2-4aba-b214-46f687c07a10.jpg?1764118173
1,Swampbenders,TLE,65,,https://cards.scryfall.io/large/front/b/0/b0a8ee49-7bb0-48e2-bc43-a2cfa0a7196c.jpg?1764118180
1,Sokka's Charge,TLE,66,,https://cards.scryfall.io/large/front/a/9/a9dd7fc2-1eab-4f73-a4e8-6d7551c73a3e.jpg?1764118186
1,Earthshape,TLE,67,,https://cards.scryfall.io/large/front/d/8/d873c678-c8f2-40f0-ab03-a2fdf5187aea.jpg?1764118192
1,Mai and Zuko,TLE,68,,https://cards.scryfall.io/large/front/4/b/4b50fe92-e596-4949-929b-54ae25a7992c.jpg?1764118199
1,Aang and Katara,TLE,69,,https://cards.scryfall.io/large/front/f/3/f333ea01-124f-4125-87ab-609be40e774c.jpg?1764118205
1,"Toph, Greatest Earthbender",TLE,70,,https://cards.scryfall.io/large/front/b/1/b15acc09-dd32-4e93-a788-7c0ae965a0c8.jpg?1764118212
1,Sokka and Suki,TLE,71,,https://cards.scryfall.io/large/front/d/3/d3b0800f-23c3-4aad-8b62-3ea3d4d5b591.jpg?1764118219
1,Momo's Heist,TLE,72,,https://cards.scryfall.io/large/front/b/f/bfc80abe-c36e-4a96-82d5-4d4c1a793ae4.jpg?1764118226
1,Uncle's Musings,TLE,73,,https://cards.scryfall.io/large/front/5/5/55724dab-93c8-4a7f-89c2-13e94820635b.jpg?1764118232
1,"Aang, Airbending Master",TLE,74,,https://cards.scryfall.io/large/front/d/e/de7a150b-1b0d-4928-a2cc-80a4b7412350.jpg?1764118239
1,"The Duke, Rebel Sentry",TLE,76,,https://cards.scryfall.io/large/front/c/d/cd9d91a8-7315-4355-af99-941f3cf7398c.jpg?1764118253
1,Baboon Spirit,TLE,89,,https://cards.scryfall.io/large/front/8/b/8b5a7f24-63df-40fa-9200-c862544b0ffa.jpg?1764118338
1,The Blue Spirit,TLE,90,,https://cards.scryfall.io/large/front/d/0/d0d1f5b0-f842-40d5-ae51-015eefe68fa1.jpg?1764118344
1,Chakra Meditation,TLE,91,,https://cards.scryfall.io/large/front/9/8/98392aac-2c1c-4cff-ad14-0e2f51439012.jpg?1764118350
1,"Katara, Waterbending Master",TLE,93,,https://cards.scryfall.io/large/front/2/c/2c348122-37e0-443b-861d-ccf2837ce7a3.jpg?1764118363
1,Nightmares and Daydreams,TLE,94,,https://cards.scryfall.io/large/front/1/c/1c2e1d6d-e7c3-4dd4-b8e1-cd89c28afa3a.jpg?1764118369
1,Princess Yue,TLE,95,,https://cards.scryfall.io/large/front/1/e/1ebccc72-45d3-441c-9680-704f9f61ce67.jpg?1764118375
1,"Tui and La, Moon and Ocean",TLE,96,,https://cards.scryfall.io/large/front/e/d/edf0d06a-4eef-40cb-951c-74d7e0ffae13.jpg?1764118381
1,"Azula, Ruthless Firebender",TLE,101,,https://cards.scryfall.io/large/front/c/1/c1aab711-c113-458c-848e-9369c0149d61.jpg?1764118412
1,Fire Nation Occupation,TLE,105,,https://cards.scryfall.io/large/front/3/4/3455d55e-aef5-4eb1-bcd9-1ff9d1ab3698.jpg?1764118437
1,"Avatar Roku, Firebender",TLE,112,,https://cards.scryfall.io/large/front/b/1/b1fced2b-eba2-4e70-8f1c-6d3c973b6a8d.jpg?1764118479
1,"Fang, Roku's Companion",TLE,115,,https://cards.scryfall.io/large/front/1/2/1280d51a-f4a9-4021-b229-8d9af701318c.jpg?1764118499
1,"Longshot, Rebel Bowman",TLE,120,,https://cards.scryfall.io/large/front/b/3/b36efbe2-3798-43e5-8640-f003c77440a1.jpg?1764118533
1,"Moku, Meandering Drummer",TLE,122,,https://cards.scryfall.io/large/front/4/1/4144eca9-13c0-41a7-810b-8f30813945d0.jpg?1764118546
1,Overwhelming Victory,TLE,123,,https://cards.scryfall.io/large/front/4/9/498b0bff-28f2-458f-844b-13814cfa8b14.jpg?1764118552
1,"Zuko, Firebending Master",TLE,127,,https://cards.scryfall.io/large/front/4/9/496a4fa5-b3e5-4020-b432-6d353095aa33.jpg?1764118578
1,"Zuko, Firebending Master",TLE,127,,https://cards.scryfall.io/large/front/4/9/496a4fa5-b3e5-4020-b432-6d353095aa33.jpg?1764118578
1,"Avatar Kyoshi, Earthbender",TLE,130,,https://cards.scryfall.io/large/front/e/5/e5505044-d181-4af7-bd24-1a703e58d400.jpg?1764118598
1,Tale of Katara and Toph,TLE,143,,https://cards.scryfall.io/large/front/8/f/8fe2bd89-a7cc-4e8e-98b4-69f196bd1024.jpg?1764118685
1,"Toph, Earthbending Master",TLE,145,,https://cards.scryfall.io/large/front/2/2/22d1b078-9175-45ab-8fbe-ed4af2abde1f.jpg?1764118698
1,"Katara, Seeking Revenge",TLE,148,,https://cards.scryfall.io/large/front/a/1/a1c3f58b-9323-44ea-93f0-64d5992c5674.jpg?1764118717
1,"Zuko, Seeking Honor",TLE,150,,https://cards.scryfall.io/large/front/3/6/365fa3f6-a210-4342-9413-fcb7812ff4f4.jpg?1764118730
1,"Aang, Air Nomad",TLE,210,,https://cards.scryfall.io/large/front/f/3/f369827d-e4cd-4bc7-8c5e-72882eff0908.jpg?1764119143
1,Lion Vulture,TLE,232,,https://cards.scryfall.io/large/front/a/e/ae735220-413d-4309-8e31-38ff27ead5ee.jpg?1764119283
1,Earthbending Student,TLE,249,*F*,https://cards.scryfall.io/large/front/1/f/1f068ce9-f4c2-4d40-bfa3-7f21f6d3b0b7.jpg?1764164244
